,Logistic Regression Accuracy,LDA Accuracy,KNN Accuracy,Decision Tree Accuracy,Random Forest Accuracy
33,0.5825242718446602,0.6407766990291263,0.6893203883495146,0.6019417475728155,0.7475728155339806
34,0.5825242718446602,0.7475728155339806,0.7475728155339806,0.6310679611650486,0.7087378640776699
35,0.6407766990291263,0.7281553398058253,0.7669902912621359,0.6796116504854369,0.7184466019417476
36,0.6796116504854369,0.7281553398058253,0.7961165048543689,0.6990291262135923,0.7864077669902912
37,0.7184466019417476,0.7378640776699029,0.8446601941747572,0.6310679611650486,0.7961165048543689
38,0.7572815533980582,0.7281553398058253,0.7572815533980582,0.6213592233009708,0.7766990291262136
39,0.5339805825242718,0.6990291262135923,0.7669902912621359,0.6019417475728155,0.7087378640776699
40,0.6407766990291263,0.6990291262135923,0.7766990291262136,0.6601941747572816,0.7184466019417476
41,0.7087378640776699,0.7378640776699029,0.7184466019417476,0.6699029126213593,0.7572815533980582
42,0.6310679611650486,0.6310679611650486,0.6796116504854369,0.6407766990291263,0.6990291262135923
43,0.7378640776699029,0.6796116504854369,0.7669902912621359,0.5631067961165048,0.7087378640776699
44,0.6796116504854369,0.7184466019417476,0.7475728155339806,0.6213592233009708,0.7669902912621359
45,0.6310679611650486,0.7572815533980582,0.7669902912621359,0.6990291262135923,0.7572815533980582
46,0.5533980582524272,0.7669902912621359,0.7864077669902912,0.6213592233009708,0.7087378640776699
47,0.7281553398058253,0.8155339805825242,0.8155339805825242,0.7184466019417476,0.8252427184466019
48,0.7572815533980582,0.8155339805825242,0.7669902912621359,0.6699029126213593,0.7961165048543689
49,0.7378640776699029,0.8446601941747572,0.8155339805825242,0.6504854368932039,0.7961165048543689
50,0.7378640776699029,0.7572815533980582,0.7766990291262136,0.6310679611650486,0.7378640776699029
51,0.7281553398058253,0.6990291262135923,0.7281553398058253,0.6407766990291263,0.6990291262135923
52,0.5728155339805825,0.7378640776699029,0.7572815533980582,0.6213592233009708,0.7281553398058253
53,0.5436893203883495,0.7087378640776699,0.7281553398058253,0.6407766990291263,0.6699029126213593
54,0.6019417475728155,0.7087378640776699,0.7184466019417476,0.5922330097087378,0.7184466019417476
55,0.6893203883495146,0.7281553398058253,0.7378640776699029,0.6310679611650486,0.7281553398058253
56,0.7281553398058253,0.7475728155339806,0.7669902912621359,0.6699029126213593,0.7864077669902912
57,0.6699029126213593,0.7378640776699029,0.7281553398058253,0.6213592233009708,0.7669902912621359
58,0.6893203883495146,0.6407766990291263,0.6407766990291263,0.6310679611650486,0.6893203883495146
59,0.6407766990291263,0.7475728155339806,0.7961165048543689,0.6990291262135923,0.7184466019417476
60,0.6407766990291263,0.7572815533980582,0.7669902912621359,0.6796116504854369,0.6990291262135923
61,0.5922330097087378,0.6699029126213593,0.6601941747572816,0.6116504854368932,0.6407766990291263
62,0.7281553398058253,0.7184466019417476,0.7087378640776699,0.6019417475728155,0.7378640776699029
63,0.6796116504854369,0.7281553398058253,0.7281553398058253,0.6504854368932039,0.7184466019417476
64,0.6893203883495146,0.7475728155339806,0.7281553398058253,0.6213592233009708,0.7087378640776699
65,0.6310679611650486,0.6796116504854369,0.7378640776699029,0.5825242718446602,0.6796116504854369
66,0.6116504854368932,0.7475728155339806,0.7572815533980582,0.6407766990291263,0.7572815533980582
67,0.7184466019417476,0.7766990291262136,0.8058252427184466,0.6893203883495146,0.7475728155339806
68,0.5922330097087378,0.7669902912621359,0.7572815533980582,0.6893203883495146,0.6893203883495146
69,0.6213592233009708,0.6601941747572816,0.7087378640776699,0.5922330097087378,0.6407766990291263
70,0.6796116504854369,0.7184466019417476,0.7281553398058253,0.6213592233009708,0.7378640776699029
71,0.6310679611650486,0.7475728155339806,0.7766990291262136,0.6116504854368932,0.6990291262135923
72,0.7184466019417476,0.6796116504854369,0.7281553398058253,0.6601941747572816,0.6893203883495146
73,0.6213592233009708,0.6990291262135923,0.7669902912621359,0.6504854368932039,0.7281553398058253
74,0.6019417475728155,0.6893203883495146,0.6796116504854369,0.6601941747572816,0.6990291262135923
75,0.7087378640776699,0.7184466019417476,0.7572815533980582,0.5922330097087378,0.7184466019417476
76,0.6504854368932039,0.6699029126213593,0.6990291262135923,0.6504854368932039,0.7087378640776699
77,0.6893203883495146,0.7184466019417476,0.7184466019417476,0.6504854368932039,0.7184466019417476
78,0.6601941747572816,0.7378640776699029,0.7184466019417476,0.6796116504854369,0.7378640776699029
79,0.6601941747572816,0.6990291262135923,0.6893203883495146,0.6213592233009708,0.7475728155339806
80,0.6407766990291263,0.7475728155339806,0.7572815533980582,0.6504854368932039,0.7378640776699029
81,0.6310679611650486,0.7184466019417476,0.7281553398058253,0.6019417475728155,0.6504854368932039
82,0.5533980582524272,0.6601941747572816,0.7281553398058253,0.6407766990291263,0.6893203883495146
83,0.6796116504854369,0.7281553398058253,0.7184466019417476,0.7087378640776699,0.7184466019417476
84,0.6699029126213593,0.7281553398058253,0.7281553398058253,0.5825242718446602,0.7281553398058253
85,0.6893203883495146,0.7766990291262136,0.7475728155339806,0.6796116504854369,0.7087378640776699
86,0.6601941747572816,0.7184466019417476,0.7572815533980582,0.6407766990291263,0.7184466019417476
87,0.6213592233009708,0.6407766990291263,0.6601941747572816,0.5922330097087378,0.6407766990291263
88,0.6116504854368932,0.6699029126213593,0.6019417475728155,0.6310679611650486,0.6310679611650486
89,0.6019417475728155,0.6407766990291263,0.6601941747572816,0.5922330097087378,0.6504854368932039
90,0.7475728155339806,0.7766990291262136,0.7766990291262136,0.6990291262135923,0.7961165048543689
91,0.6407766990291263,0.6893203883495146,0.7281553398058253,0.6310679611650486,0.6990291262135923
92,0.7087378640776699,0.7184466019417476,0.7475728155339806,0.6893203883495146,0.7378640776699029
93,0.6116504854368932,0.6504854368932039,0.7378640776699029,0.5922330097087378,0.6504854368932039
94,0.6213592233009708,0.6601941747572816,0.6893203883495146,0.5825242718446602,0.6699029126213593
95,0.6407766990291263,0.7475728155339806,0.7281553398058253,0.6019417475728155,0.7572815533980582
96,0.7184466019417476,0.7572815533980582,0.7766990291262136,0.6310679611650486,0.7961165048543689
97,0.5922330097087378,0.6504854368932039,0.6699029126213593,0.6504854368932039,0.6796116504854369
98,0.6116504854368932,0.7281553398058253,0.7961165048543689,0.6407766990291263,0.7378640776699029
99,0.6310679611650486,0.7184466019417476,0.7766990291262136,0.6310679611650486,0.7669902912621359
100,0.5631067961165048,0.6990291262135923,0.7961165048543689,0.6407766990291263,0.7087378640776699
101,0.7087378640776699,0.7281553398058253,0.7572815533980582,0.6116504854368932,0.7087378640776699
102,0.5728155339805825,0.6796116504854369,0.7087378640776699,0.6407766990291263,0.7184466019417476
103,0.6601941747572816,0.7087378640776699,0.7475728155339806,0.6990291262135923,0.7087378640776699
104,0.6990291262135923,0.7766990291262136,0.7864077669902912,0.6601941747572816,0.6990291262135923
105,0.7572815533980582,0.7864077669902912,0.8640776699029126,0.5825242718446602,0.8446601941747572
106,0.6310679611650486,0.7087378640776699,0.7281553398058253,0.6310679611650486,0.7184466019417476
107,0.6601941747572816,0.5825242718446602,0.6893203883495146,0.5922330097087378,0.6407766990291263
108,0.5922330097087378,0.6699029126213593,0.7087378640776699,0.5631067961165048,0.7184466019417476
109,0.7281553398058253,0.7087378640776699,0.7378640776699029,0.6699029126213593,0.7087378640776699
110,0.6116504854368932,0.5922330097087378,0.6407766990291263,0.5922330097087378,0.6310679611650486
111,0.7864077669902912,0.7669902912621359,0.7864077669902912,0.7378640776699029,0.8252427184466019
112,0.6699029126213593,0.7184466019417476,0.7281553398058253,0.6116504854368932,0.7669902912621359
113,0.6990291262135923,0.7378640776699029,0.7961165048543689,0.6504854368932039,0.7572815533980582
114,0.7378640776699029,0.8058252427184466,0.7864077669902912,0.6310679611650486,0.7669902912621359
115,0.6601941747572816,0.7669902912621359,0.7864077669902912,0.6893203883495146,0.7864077669902912
116,0.7184466019417476,0.7864077669902912,0.7475728155339806,0.6116504854368932,0.7475728155339806
117,0.6504854368932039,0.7378640776699029,0.6893203883495146,0.6796116504854369,0.6990291262135923
118,0.6601941747572816,0.6893203883495146,0.6893203883495146,0.6601941747572816,0.7378640776699029
119,0.6019417475728155,0.6699029126213593,0.6893203883495146,0.6504854368932039,0.6407766990291263
120,0.6990291262135923,0.7281553398058253,0.6213592233009708,0.6213592233009708,0.7184466019417476
121,0.6504854368932039,0.7572815533980582,0.7864077669902912,0.7475728155339806,0.7669902912621359
122,0.6407766990291263,0.7184466019417476,0.6990291262135923,0.5922330097087378,0.6699029126213593
123,0.6990291262135923,0.7281553398058253,0.7378640776699029,0.6796116504854369,0.7184466019417476
124,0.7087378640776699,0.7087378640776699,0.7669902912621359,0.6213592233009708,0.7475728155339806
125,0.6601941747572816,0.6699029126213593,0.6893203883495146,0.5533980582524272,0.6699029126213593
126,0.6213592233009708,0.7281553398058253,0.7087378640776699,0.7281553398058253,0.7572815533980582
127,0.7184466019417476,0.7572815533980582,0.7572815533980582,0.5922330097087378,0.7184466019417476
128,0.6310679611650486,0.6893203883495146,0.7669902912621359,0.6504854368932039,0.7475728155339806
129,0.6407766990291263,0.6407766990291263,0.6893203883495146,0.6213592233009708,0.6407766990291263
130,0.5631067961165048,0.6310679611650486,0.6310679611650486,0.6504854368932039,0.6796116504854369
131,0.6601941747572816,0.7087378640776699,0.7184466019417476,0.6796116504854369,0.6796116504854369
132,0.7378640776699029,0.7864077669902912,0.6990291262135923,0.6601941747572816,0.8058252427184466
133,0.6504854368932039,0.7184466019417476,0.7184466019417476,0.6601941747572816,0.7281553398058253
134,0.6699029126213593,0.7281553398058253,0.7281553398058253,0.6407766990291263,0.6796116504854369
135,0.6310679611650486,0.7184466019417476,0.7572815533980582,0.6893203883495146,0.7669902912621359
136,0.6601941747572816,0.7281553398058253,0.7669902912621359,0.5339805825242718,0.7572815533980582
137,0.6019417475728155,0.7572815533980582,0.8446601941747572,0.6310679611650486,0.7378640776699029
138,0.6213592233009708,0.6699029126213593,0.7281553398058253,0.5436893203883495,0.6893203883495146
139,0.5922330097087378,0.7281553398058253,0.7475728155339806,0.5922330097087378,0.6990291262135923
140,0.5728155339805825,0.6601941747572816,0.6990291262135923,0.5533980582524272,0.6601941747572816
141,0.5728155339805825,0.6893203883495146,0.7378640776699029,0.5922330097087378,0.7475728155339806
142,0.7766990291262136,0.7475728155339806,0.7184466019417476,0.6893203883495146,0.7475728155339806
143,0.6893203883495146,0.7184466019417476,0.7184466019417476,0.6310679611650486,0.7572815533980582
144,0.7669902912621359,0.7572815533980582,0.7669902912621359,0.6116504854368932,0.7475728155339806
145,0.5922330097087378,0.7184466019417476,0.7572815533980582,0.7378640776699029,0.6699029126213593
146,0.7281553398058253,0.7184466019417476,0.7669902912621359,0.7087378640776699,0.7475728155339806
147,0.6796116504854369,0.6601941747572816,0.7281553398058253,0.6116504854368932,0.7087378640776699
148,0.7184466019417476,0.8155339805825242,0.7475728155339806,0.7184466019417476,0.7281553398058253
149,0.5922330097087378,0.6893203883495146,0.7281553398058253,0.6504854368932039,0.6504854368932039
150,0.6213592233009708,0.6796116504854369,0.7184466019417476,0.7087378640776699,0.7184466019417476
151,0.6796116504854369,0.7184466019417476,0.7669902912621359,0.5825242718446602,0.7766990291262136
152,0.7184466019417476,0.7378640776699029,0.7572815533980582,0.6504854368932039,0.7669902912621359
153,0.6990291262135923,0.5922330097087378,0.6601941747572816,0.6601941747572816,0.6601941747572816
154,0.6699029126213593,0.6990291262135923,0.7281553398058253,0.5533980582524272,0.7281553398058253
155,0.6796116504854369,0.7475728155339806,0.7572815533980582,0.6504854368932039,0.7087378640776699
156,0.6796116504854369,0.7378640776699029,0.7766990291262136,0.6601941747572816,0.7766990291262136
157,0.6990291262135923,0.7572815533980582,0.8155339805825242,0.7087378640776699,0.7669902912621359
158,0.6310679611650486,0.6601941747572816,0.7378640776699029,0.6213592233009708,0.7378640776699029
159,0.7669902912621359,0.7281553398058253,0.7378640776699029,0.6310679611650486,0.7378640776699029
160,0.6601941747572816,0.7184466019417476,0.7475728155339806,0.6310679611650486,0.6893203883495146
161,0.6990291262135923,0.7087378640776699,0.7572815533980582,0.6019417475728155,0.7766990291262136
162,0.6601941747572816,0.6796116504854369,0.7281553398058253,0.6796116504854369,0.6893203883495146
163,0.6699029126213593,0.7087378640776699,0.7864077669902912,0.6407766990291263,0.8058252427184466
164,0.6116504854368932,0.6796116504854369,0.7087378640776699,0.6213592233009708,0.6893203883495146
165,0.6019417475728155,0.5728155339805825,0.6601941747572816,0.5145631067961165,0.6504854368932039
166,0.6407766990291263,0.7087378640776699,0.6699029126213593,0.5339805825242718,0.6699029126213593
167,0.7184466019417476,0.7572815533980582,0.7669902912621359,0.6990291262135923,0.7669902912621359
168,0.7184466019417476,0.7864077669902912,0.8349514563106796,0.6601941747572816,0.7961165048543689
169,0.6116504854368932,0.7281553398058253,0.7475728155339806,0.6699029126213593,0.6601941747572816
170,0.6407766990291263,0.6796116504854369,0.7475728155339806,0.6019417475728155,0.6796116504854369
171,0.6990291262135923,0.6407766990291263,0.7087378640776699,0.5825242718446602,0.7184466019417476
172,0.7475728155339806,0.7572815533980582,0.8058252427184466,0.6504854368932039,0.7669902912621359
173,0.7087378640776699,0.7572815533980582,0.7475728155339806,0.6407766990291263,0.7378640776699029
174,0.6893203883495146,0.7087378640776699,0.7184466019417476,0.6407766990291263,0.7572815533980582
175,0.5728155339805825,0.6504854368932039,0.6699029126213593,0.5728155339805825,0.6699029126213593
176,0.6990291262135923,0.6990291262135923,0.7378640776699029,0.6699029126213593,0.7572815533980582
177,0.7087378640776699,0.6990291262135923,0.7864077669902912,0.6796116504854369,0.6796116504854369
178,0.6796116504854369,0.7378640776699029,0.7281553398058253,0.6019417475728155,0.7475728155339806
179,0.6504854368932039,0.7669902912621359,0.6990291262135923,0.6699029126213593,0.7378640776699029
180,0.6019417475728155,0.7475728155339806,0.6893203883495146,0.5825242718446602,0.6601941747572816
181,0.7766990291262136,0.7864077669902912,0.8252427184466019,0.7184466019417476,0.8446601941747572
182,0.7572815533980582,0.7281553398058253,0.7378640776699029,0.6116504854368932,0.7281553398058253
183,0.6310679611650486,0.6893203883495146,0.7378640776699029,0.6116504854368932,0.6699029126213593
184,0.5922330097087378,0.6699029126213593,0.7087378640776699,0.6213592233009708,0.7087378640776699
185,0.5825242718446602,0.6990291262135923,0.7184466019417476,0.5436893203883495,0.6699029126213593
186,0.7281553398058253,0.7669902912621359,0.8058252427184466,0.6407766990291263,0.7766990291262136
187,0.6116504854368932,0.7475728155339806,0.7281553398058253,0.6990291262135923,0.7378640776699029
188,0.6601941747572816,0.6504854368932039,0.7475728155339806,0.6893203883495146,0.7475728155339806
189,0.5631067961165048,0.6893203883495146,0.6796116504854369,0.6407766990291263,0.6504854368932039
190,0.6699029126213593,0.6407766990291263,0.7184466019417476,0.5533980582524272,0.6893203883495146
191,0.6019417475728155,0.6893203883495146,0.7475728155339806,0.6601941747572816,0.7281553398058253
192,0.7378640776699029,0.6893203883495146,0.7766990291262136,0.6019417475728155,0.7864077669902912
193,0.7572815533980582,0.7572815533980582,0.7961165048543689,0.6893203883495146,0.7864077669902912
194,0.6213592233009708,0.6407766990291263,0.6796116504854369,0.6601941747572816,0.6990291262135923
195,0.5631067961165048,0.6990291262135923,0.6990291262135923,0.5922330097087378,0.6699029126213593
196,0.5436893203883495,0.7572815533980582,0.7378640776699029,0.6019417475728155,0.7281553398058253
197,0.7669902912621359,0.7669902912621359,0.7669902912621359,0.7087378640776699,0.7572815533980582
198,0.7281553398058253,0.7766990291262136,0.7572815533980582,0.5922330097087378,0.7766990291262136
199,0.6990291262135923,0.7184466019417476,0.7864077669902912,0.6019417475728155,0.7864077669902912
200,0.5922330097087378,0.6796116504854369,0.7184466019417476,0.6310679611650486,0.6990291262135923
201,0.6407766990291263,0.7087378640776699,0.7378640776699029,0.6019417475728155,0.7281553398058253
202,0.6601941747572816,0.7572815533980582,0.8252427184466019,0.7184466019417476,0.7087378640776699
203,0.6407766990291263,0.7572815533980582,0.7864077669902912,0.6893203883495146,0.7572815533980582
204,0.6116504854368932,0.6699029126213593,0.6699029126213593,0.6116504854368932,0.6893203883495146
205,0.6213592233009708,0.7281553398058253,0.6990291262135923,0.6310679611650486,0.7184466019417476
206,0.6407766990291263,0.7572815533980582,0.7475728155339806,0.6504854368932039,0.7281553398058253
207,0.6601941747572816,0.6796116504854369,0.7184466019417476,0.6699029126213593,0.7475728155339806
208,0.6310679611650486,0.6796116504854369,0.7087378640776699,0.6407766990291263,0.7378640776699029
209,0.6990291262135923,0.7669902912621359,0.7961165048543689,0.6116504854368932,0.7378640776699029
210,0.6116504854368932,0.6699029126213593,0.7087378640776699,0.6310679611650486,0.6407766990291263
211,0.6601941747572816,0.6407766990291263,0.6310679611650486,0.6116504854368932,0.6699029126213593
212,0.6990291262135923,0.7669902912621359,0.7087378640776699,0.6504854368932039,0.7281553398058253
213,0.6796116504854369,0.6699029126213593,0.6504854368932039,0.5533980582524272,0.6504854368932039
214,0.6601941747572816,0.7378640776699029,0.7766990291262136,0.6796116504854369,0.7961165048543689
215,0.5436893203883495,0.6699029126213593,0.6893203883495146,0.6116504854368932,0.6893203883495146
216,0.7184466019417476,0.7378640776699029,0.7961165048543689,0.6699029126213593,0.7378640776699029
217,0.6407766990291263,0.6407766990291263,0.7572815533980582,0.6601941747572816,0.6893203883495146
218,0.6699029126213593,0.7766990291262136,0.7087378640776699,0.6699029126213593,0.7766990291262136
219,0.7184466019417476,0.7378640776699029,0.7281553398058253,0.6601941747572816,0.6601941747572816
220,0.6601941747572816,0.6893203883495146,0.7087378640776699,0.5825242718446602,0.7184466019417476
221,0.6407766990291263,0.7184466019417476,0.7378640776699029,0.6504854368932039,0.7475728155339806
222,0.6699029126213593,0.6893203883495146,0.6601941747572816,0.5533980582524272,0.6699029126213593
223,0.6504854368932039,0.7281553398058253,0.7669902912621359,0.6699029126213593,0.7572815533980582
224,0.47572815533980584,0.6310679611650486,0.6796116504854369,0.6019417475728155,0.7378640776699029
225,0.5728155339805825,0.7281553398058253,0.7475728155339806,0.6699029126213593,0.7378640776699029
226,0.5825242718446602,0.7281553398058253,0.7572815533980582,0.6213592233009708,0.7087378640776699
227,0.5533980582524272,0.7184466019417476,0.7475728155339806,0.6407766990291263,0.6699029126213593
228,0.6407766990291263,0.7572815533980582,0.7766990291262136,0.5922330097087378,0.7864077669902912
229,0.6213592233009708,0.7378640776699029,0.7961165048543689,0.6796116504854369,0.7669902912621359
230,0.6019417475728155,0.7961165048543689,0.7475728155339806,0.6116504854368932,0.7378640776699029
231,0.6019417475728155,0.7766990291262136,0.7475728155339806,0.6601941747572816,0.7864077669902912
232,0.6699029126213593,0.7572815533980582,0.7475728155339806,0.6213592233009708,0.7475728155339806
233,0.6310679611650486,0.7184466019417476,0.7475728155339806,0.7281553398058253,0.6990291262135923
234,0.6699029126213593,0.7378640776699029,0.8155339805825242,0.6796116504854369,0.7669902912621359
235,0.6213592233009708,0.7572815533980582,0.7475728155339806,0.5436893203883495,0.6796116504854369
236,0.6213592233009708,0.6893203883495146,0.6796116504854369,0.5436893203883495,0.6990291262135923
237,0.6407766990291263,0.6699029126213593,0.6990291262135923,0.6213592233009708,0.7281553398058253
238,0.6990291262135923,0.5825242718446602,0.7184466019417476,0.6407766990291263,0.6699029126213593
239,0.7378640776699029,0.7378640776699029,0.8446601941747572,0.6796116504854369,0.7864077669902912
240,0.7184466019417476,0.8058252427184466,0.7669902912621359,0.6116504854368932,0.7669902912621359
241,0.6796116504854369,0.7281553398058253,0.7864077669902912,0.7184466019417476,0.7475728155339806
242,0.6893203883495146,0.6504854368932039,0.7766990291262136,0.6699029126213593,0.7281553398058253
243,0.6504854368932039,0.7475728155339806,0.7281553398058253,0.6407766990291263,0.7087378640776699
244,0.7087378640776699,0.6990291262135923,0.6990291262135923,0.5825242718446602,0.6990291262135923
245,0.6893203883495146,0.7281553398058253,0.7184466019417476,0.6407766990291263,0.7378640776699029
246,0.5242718446601942,0.6893203883495146,0.6893203883495146,0.6504854368932039,0.6699029126213593
247,0.6893203883495146,0.7475728155339806,0.7475728155339806,0.6310679611650486,0.7475728155339806
248,0.6893203883495146,0.7475728155339806,0.7281553398058253,0.6699029126213593,0.6990291262135923
249,0.6504854368932039,0.6699029126213593,0.7281553398058253,0.6116504854368932,0.6310679611650486
